Rxn name,Rxn description,Formula,Gene-reaction association,Genes,Subsystem,Reversible,LB,UB,Objective
FECRMUtpp,ferrichrome minus Fe secretion to periplasm ,fecrm_un[c] + h[p]  -> fecrm_un[p] + h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FECRMabcpp,ferrichrome transport via ABC system periplasm ,atp[c] + fecrm[p] + h2o[c]  -> adp[c] + fecrm[c] + h[c] + pi[c] ,( ( PP_2417  and  PP_2416  and  PP_2418 )  or  ( ( PP_2593  or  PP_2594 )  and  PP_2592  and  PP_2591 ) ),PP_2416 PP_2417 PP_2418 PP_2591 PP_2592 PP_2593 PP_2594,Iron uptake and metabolism,0,0,1000,0
FECRMexs,ferrichrome Fe III loading reaction spontaneous ,fe3[e] + fecrm_un[e]  -> fecrm[e] ,PP_s0001,PP_s0001,Iron uptake and metabolism,0,0,1000,0
FECRMtonex,ferrichrome transport via ton system extracellular ,fecrm[e] + h[p]  -> fecrm[p] + h[c] ,( ( PP_0350  and  ( PP_5306  and  PP_5307  and  PP_5308 ) )  or  ( PP_4755  and  ( PP_5306  and  PP_5307  and  PP_5308 ) ) ),PP_0350 PP_4755 PP_5306 PP_5307 PP_5308,Iron uptake and metabolism,0,0,1000,0
FEENTERR1,Fe enterobactin reduction Fe III unloading ,fadh2[c] + 2 feenter[c]  -> 2 enter[c] + fad[c] + 2 fe2[c] + 2 h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEENTERR2,Fe enterobactin reduction Fe III unloading ,2 feenter[c] + fmnh2[c]  -> 2 enter[c] + 2 fe2[c] + fmn[c] + 2 h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEENTERabcpp,Fe enterobactin transport via ABC system periplasm ,atp[c] + feenter[p] + h2o[c]  -> adp[c] + feenter[c] + h[c] + pi[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEENTERexs,enterobactin Fe III binding spontaneous ,enter[e] + fe3[e]  -> feenter[e] ,PP_s0001,PP_s0001,Iron uptake and metabolism,0,0,1000,0
FEENTERtex,enterochelin transport secretion periplasm ,enter[p] + h[p]  -> enter[e] + h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEENTERtonex,Fe enterobactin transport via ton system extracellular ,feenter[e] + h[p]  -> feenter[p] + h[c] ,( PP_2242  and  ( PP_5306  and  PP_5307  and  PP_5308 ) ),PP_2242 PP_5306 PP_5307 PP_5308,Iron uptake and metabolism,0,0,1000,0
FEENTERtpp,enterochelin transport secretion ,enter[c] + h[p]  -> enter[p] + h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEOXAMR1,ferroxamine reductase,fadh2[c] + 2 feoxam[c]  -> fad[c] + 2 fe2[c] + 2 feoxam_un[c] + 2 h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEOXAMR2,ferroxamine reductase,2 feoxam[c] + fmnh2[c]  -> 2 fe2[c] + 2 feoxam_un[c] + fmn[c] + 2 h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEOXAMUtex,ferroxamine minus Fe3 secretion to extracellular ,feoxam_un[p] + h[p]  -> feoxam_un[e] + h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEOXAMUtpp,ferroxamine minus Fe3 secretion to periplasm ,feoxam_un[c] + h[p]  -> feoxam_un[p] + h[c] ,,,Iron uptake and metabolism,0,0,1000,0
FEOXAMabcpp,ferroxamine transport via ABC system periplasm ,atp[c] + feoxam[p] + h2o[c]  -> adp[c] + feoxam[c] + h[c] + pi[c] ,( ( PP_2417  and  PP_2416  and  PP_2418 )  or  ( ( PP_2593  or  PP_2594 )  and  PP_2592  and  PP_2591 ) ),PP_2416 PP_2417 PP_2418 PP_2591 PP_2592 PP_2593 PP_2594,Iron uptake and metabolism,0,0,1000,0
FEOXAMexs,ferroxamine Fe3 loading reaction spontaneous ,fe3[e] + feoxam_un[e]  -> feoxam[e] ,PP_s0001,PP_s0001,Iron uptake and metabolism,0,0,1000,0
FEOXAMtonex,ferroxamine transport via ton system extracellular ,feoxam[e] + h[p]  -> feoxam[p] + h[c] ,( PP_0160  and  ( PP_5306  and  PP_5307  and  PP_5308 ) ),PP_0160 PP_5306 PP_5307 PP_5308,Iron uptake and metabolism,0,0,1000,0
FEROpp,ferroxidase,4 fe2[p] + 4 h[p] + o2[p]  -> 4 fe3[p] + 2 h2o[p] ,( PP_5380  or  PP_2205 ),PP_2205 PP_5380,Iron uptake and metabolism,0,0,1000,0
FERULCOAS,feruloyl coenzyme A synthetase AMP forming ,atp[c] + coa[c] + fer[c]  -> amp[c] + ferulcoa[c] + ppi[c] ,PP_3356,PP_3356,Aromatic Compounds Degradation B Ketoadipate pathway,0,0,1000,0
FERtex,ferulate transport via diffusion extracellular to periplasm ,fer[e]  <=> fer[p] ,,,Transport Outer Membrane,1,-1000,1000,0
FERtpp,ferulate transport via diffusion periplasm ,fer[p]  <=> fer[c] ,,,Transport Inner Membrane,1,-1000,1000,0
FLDR2,flavodoxin reductase NADPH ,2 flxso[c] + nadph[c]  -> 2 flxr[c] + h[c] + nadp[c] ,( PP_1638  and  PP_4628 ),PP_1638 PP_4628,Iron uptake and metabolism,0,0,1000,0
FMETTRS,Methionyl tRNA formyltransferase,10fthf[c] + mettrna[c]  -> fmettrna[c] + h[c] + thf[c] ,PP_0067,PP_0067,tRNA Charging,0,0,1000,0
FMNAT,FMN adenylyltransferase,atp[c] + fmn[c] + h[c]  -> fad[c] + ppi[c] ,PP_0602,PP_0602,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
FMNR2r,FMN reductase,fmn[c] + h[c] + nadph[c]  <=> fmnh2[c] + nadp[c] ,PP_1638,PP_1638,Iron uptake and metabolism,1,-1000,1000,0
FMNRx,FMN reductase,fmn[c] + h[c] + nadh[c]  -> fmnh2[c] + nad[c] ,( PP_4646  or  PP_2764 ),PP_2764 PP_4646,Iron uptake and metabolism,0,0,1000,0
FMNRx2,FMN reductase,fmn[c] + h[c] + nadph[c]  -> fmnh2[c] + nadp[c] ,( PP_0236  or  PP_1638  or  PP_4646 ),PP_0236 PP_1638 PP_4646,Iron uptake and metabolism,0,0,1000,0
FOLD3,dihydropteroate synthase,2ahhmd[c] + 4abz[c]  -> dhpt[c] + ppi[c] ,PP_4717,PP_4717,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
FORGLUIH2,N formimino L glutamate inimohydrolase,forglu[c] + h2o[c] + h[c]  -> Nforglut[c] + nh4[c] ,PP_5036,PP_5036,Histidine Metabolism,0,0,1000,0
FORt2pp,formate transport via proton symport uptake only periplasm ,for[p] + h[p]  -> for[c] + h[c] ,PP_1156,PP_1156,Transport Inner Membrane,0,0,1000,0
FORtex,formate transport via diffusion extracellular to periplasm ,for[e]  <=> for[p] ,,,Transport Outer Membrane,1,-1000,1000,0
FRDO4r,ferredoxin oxidoreductase,2 fdxr_22[c] + h[c] + nadp[c]  <=> 2 fdxo_22[c] + nadph[c] ,( PP_0847  and  PP_4646 ),PP_0847 PP_4646,Iron uptake and metabolism,1,-1000,1000,0
FRDO5r,ferredoxin oxidoreductase,fdxr_42[c] + h[c] + nadp[c]  <=> fdxo_42[c] + nadph[c] ,( ( PP_1625  and  PP_1638 )  or  ( PP_1625  and  PP_4646 ) ),PP_1625 PP_1638 PP_4646,Iron uptake and metabolism,1,-1000,1000,0
FRDO6r,ferredoxin oxidoreductase,fdxr_42[c] + h[c] + nad[c]  <=> fdxo_42[c] + nadh[c] ,( PP_1625  and  PP_4646 ),PP_1625 PP_4646,Iron uptake and metabolism,1,-1000,1000,0
FRDO7r,ferredoxin oxidoreductase,2 fdxr_22[c] + h[c] + nad[c]  <=> 2 fdxo_22[c] + nadh[c] ,( PP_0847  and  PP_4646 ),PP_0847 PP_4646,Iron uptake and metabolism,1,-1000,1000,0
FRUK,fructose 1 phosphate kinase,atp[c] + f1p[c]  -> adp[c] + fdp[c] + h[c] ,PP_0794,PP_0794,Alternate Carbon Fructose Metabolism,0,0,1000,0
FRUptspp,D fructose transport via PEPPyr PTS periplasm ,fru[p] + pep[c]  -> f1p[c] + pyr[c] ,( PP_0795  and  PP_0793 ),PP_0793 PP_0795,Alternate Carbon Fructose Metabolism,0,0,1000,0
FRUtex,D fructose transport via diffusion extracellular to periplasm ,fru[e]  <=> fru[p] ,( PP_1019  or  PP_1445  or  PP_3570 ),PP_1019 PP_1445 PP_3570,Transport Outer Membrane,1,-1000,1000,0
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf[c] + atp[c]  -> adp[c] + methf[c] + pi[c] ,PP_5203,PP_5203,Cofactor and Prosthetic Group Biosynthesis One Carbon pool by folate,0,0,1000,0
FTHFD,formyltetrahydrofolate deformylase,10fthf[c] + h2o[c]  -> for[c] + h[c] + thf[c] ,( PP_0327  or  PP_1367  or  PP_1943 ),PP_0327 PP_1367 PP_1943,Cofactor and Prosthetic Group Biosynthesis One Carbon pool by folate,0,0,1000,0
FUM,fumarase,fum[c] + h2o[c]  <=> mal_L[c] ,( PP_0944  or  PP_1755  or  PP_0897 ),PP_0897 PP_0944 PP_1755,TCA Cycle,1,-1000,1000,0
FUMAC,fumarylacetoacetase,4fumacac[c] + h2o[c]  -> acac[c] + fum[c] + h[c] ,PP_4620,PP_4620,Aromatic Compounds Degradation Homogentisate pathway,0,0,1000,0
FUMt2_2pp,Fumarate transport via proton symport 2 H periplasm ,fum[p] + 2 h[p]  -> fum[c] + 2 h[c] ,PP_1188,PP_1188,Transport Inner Membrane,0,0,1000,0
FUMtex,Fumarate transport via diffusion extracellular to periplasm ,fum[e]  <=> fum[p] ,,,Transport Outer Membrane,1,-1000,1000,0
G1PACT,glucosamine 1 phosphate N acetyltransferase,accoa[c] + gam1p[c]  -> acgam1p[c] + coa[c] + h[c] ,PP_5411,PP_5411,Cell Envelope Biosynthesis O antigen Biosynthesis,0,0,1000,0
G1PTT,glucose 1 phosphate thymidylyltransferase,dttp[c] + g1p[c] + h[c]  -> dtdpglu[c] + ppi[c] ,PP_1783,PP_1783,Alginate biosynthesis,0,0,1000,0
G1SAT,glutamate 1 semialdehyde aminotransferase,glu1sa[c]  <=> 5aop[c] ,PP_4784,PP_4784,Cofactor and Prosthetic Group Biosynthesis Porphyrin and Chlorophyll Metabolism,1,-1000,1000,0
G2PP,glycerol 2 phosphate phosphatase,glyc2p[c] + h2o[c]  -> glyc[c] + pi[c] ,PP_0838,PP_0838,Alternate Carbon,0,0,1000,0
G3PAT120,glycerol 3 phosphate acyltransferase C120 ,ddcaACP[c] + glyc3p[c]  -> 1ddecg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT140,glycerol 3 phosphate acyltransferase C140 ,glyc3p[c] + myrsACP[c]  -> 1tdecg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT141,glycerol 3 phosphate acyltransferase C141 ,glyc3p[c] + tdeACP[c]  -> 1tdec7eg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT160,glycerol 3 phosphate acyltransferase C160 ,glyc3p[c] + palmACP[c]  -> 1hdecg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT161,glycerol 3 phosphate acyltransferase C161 ,glyc3p[c] + hdeACP[c]  -> 1hdec9eg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT180,glycerol 3 phosphate acyltransferase C180 ,glyc3p[c] + ocdcaACP[c]  -> 1odecg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PAT181,glycerol 3 phosphate acyltransferase C181 ,glyc3p[c] + octeACP[c]  -> 1odec11eg3p[c] + ACP[c] ,PP_1520,PP_1520,Glycerophospholipid Metabolism,0,0,1000,0
G3PD2,glycerol 3 phosphate dehydrogenase NADP ,glyc3p[c] + nadp[c]  <=> dhap[c] + h[c] + nadph[c] ,PP_4169,PP_4169,Glycerophospholipid Metabolism,1,-1000,1000,0
G3PD5,glycerol 3 phosphate dehydrogenase ubiquinone 8 ,glyc3p[c] + q8[c]  -> dhap[c] + q8h2[c] ,PP_1073,PP_1073,Glycerophospholipid Metabolism,0,0,1000,0
G3PEabcpp,sn glycerol 3 phosphoethanolamine transport via ABC system periplasm ,atp[c] + g3pe[p] + h2o[c]  -> adp[c] + g3pe[c] + h[c] + pi[c] ,,,Transport Inner Membrane,0,0,1000,0
G3PGabcpp,sn glycerol 3 phosphoglycerol transport via ABC system periplasm ,atp[c] + g3pg[p] + h2o[c]  -> adp[c] + g3pg[c] + h[c] + pi[c] ,,,Transport Inner Membrane,0,0,1000,0
G5SADs,L glutamate 5 semialdehyde dehydratase spontaneous ,glu5sa[c]  -> 1pyr5c[c] + h2o[c] + h[c] ,PP_s0001,PP_s0001,Arginine and Proline Metabolism,0,0,1000,0
G5SD,glutamate 5 semialdehyde dehydrogenase,glu5p[c] + h[c] + nadph[c]  -> glu5sa[c] + nadp[c] + pi[c] ,PP_4811,PP_4811,Glutamate Metabolism,0,0,1000,0
G6PBDH,beta D Glucose 6 phosphateNADP 1 oxoreductase,g6p_B[c] + nadp[c]  -> 6pgl[c] + h[c] + nadph[c] ,( PP_1022  or  PP_5351  or  PP_4042 ),PP_1022 PP_4042 PP_5351,Glycolysis,0,0,1000,0
G6PDH2,glucose 6 phosphate dehydrogenase,g6p[c] + nadp[c]  -> 6pgl[c] + h[c] + nadph[c] ,( PP_1022  or  PP_5351  or  PP_4042 ),PP_1022 PP_4042 PP_5351,Glycolysis,0,0,1000,0
G6PI,Glucose 6 phosphate isomerase,g6p[c]  <=> g6p_B[c] ,( PP_1808  or  PP_4701 ),PP_1808 PP_4701,Pentose Phosphate Pathway,1,-1000,1000,0
GACH,guanidinoacetase,gudac[c] + h2o[c]  -> gly[c] + urea[c] ,,,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GAD2ktpp,gluconate 2 dehydrogenase periplasm ,glcn[p] + q8[c]  <=> 2dhglcn[p] + q8h2[c] ,( PP_3382  and  PP_3383  and  PP_3384 ),PP_3382 PP_3383 PP_3384,Glycolysis,1,-1000,1000,0
GADOX,Gallic acid dioxygenase,ga[c] + o2[c]  -> 2 h[c] + omaketo[c] ,PP_2518,PP_2518,Aromatic Compounds Degradation Gallic acid Metabolism,0,0,1000,0
GALCTD,galactarate dehydratase,galct_D[c]  -> 5dh4dglc[c] + h2o[c] ,PP_3601,PP_3601,Alternate Carbon Ascorbate and Aldarate Metabolism,0,0,1000,0
GALCTt2rpp,D galactarte transport via proton symport reversible periplasm ,galct_D[p] + h[p]  <=> galct_D[c] + h[c] ,( PP_3600  or  PP_4758  or  PP_1710 ),PP_1710 PP_3600 PP_4758,Transport Inner Membrane,1,-1000,1000,0
GALCTtex,D galactarte transport via diffusion extracellular to periplasm ,galct_D[e]  <=> galct_D[p] ,,,Transport Outer Membrane,1,-1000,1000,0
GALURDH,galacturonate dehydrogenase,galur[c] + h2o[c] + nad[c]  <=> galct_D[c] + 2 h[c] + nadh[c] ,PP_1171,PP_1171,Alternate Carbon Ascorbate and Aldarate Metabolism,1,-1000,1000,0
GALURt2rpp,D galacturonate transport via proton symport reversible periplasm ,galur[p] + h[p]  <=> galur[c] + h[c] ,( PP_1167  and  PP_1169  and  PP_1168 ),PP_1167 PP_1168 PP_1169,Transport Inner Membrane,1,-1000,1000,0
GALURtex,D galacturonate transport via diffusion extracellular to periplasm ,galur[e]  <=> galur[p] ,PP_1173,PP_1173,Transport Outer Membrane,1,-1000,1000,0
GALUi,UTP glucose 1 phosphate uridylyltransferase irreversible ,g1p[c] + h[c] + utp[c]  -> ppi[c] + udpg[c] ,PP_3821,PP_3821,Starch and Sucrose Metabolism,0,0,1000,0
GAPD,glyceraldehyde 3 phosphate dehydrogenase,g3p[c] + nad[c] + pi[c]  <=> 13dpg[c] + h[c] + nadh[c] ,( PP_1009  or  PP_2149 ),PP_1009 PP_2149,Gluconeogenesis,1,-1000,1000,0
GARFT,phosphoribosylglycinamide formyltransferase,10fthf[c] + gar[c]  <=> fgam[c] + h[c] + thf[c] ,PP_1664,PP_1664,Purine Metabolism,1,-1000,1000,0
GART,GAR transformylase T,atp[c] + for[c] + gar[c]  -> adp[c] + fgam[c] + h[c] + pi[c] ,PP_1457,PP_1457,Purine Metabolism,0,0,1000,0
GAt1,Gallate outer membrane porin transport,ga[e]  <=> ga[p] ,PP_2517,PP_2517,Transport Outer Membrane,1,-1000,1000,0
GAt2pp,GAproton symport transport,ga[p] + h[p]  <=> ga[c] + h[c] ,PP_2519,PP_2519,Transport Inner Membrane,1,-1000,1000,0
GBDM,Glycine betaine demethylase,glyb[c] + h2o[c] + o2[c]  -> dmgly[c] + fald[c] + h2o2[c] ,( PP_0310  and  PP_0311 ),PP_0310 PP_0311,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GCALDD,Glycolaldehyde dehydrogenase,gcald[c] + h2o[c] + nad[c]  -> glyclt[c] + 2 h[c] + nadh[c] ,( PP_2680  or  PP_0545 ),PP_0545 PP_2680,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
GCALDtabcpp,Glycaldehyde transport via ABC system periplasm ,atp[c] + gcald[p] + h2o[c]  -> adp[c] + gcald[c] + h[c] + pi[c] ,( PP_2673  and  PP_2676 ),PP_2673 PP_2676,Transport Inner Membrane,0,0,1000,0
GDBTALDH,4 Guanidinobutanoate,gdbtal[c] + h2o[c] + nad[c]  -> 4gudbutn[c] + 2 h[c] + nadh[c] ,PP_5278,PP_5278,Arginine and Proline Metabolism,0,0,1000,0
GDPDPK,GDP diphosphokinase,atp[c] + gdp[c]  -> amp[c] + h[c] + ppgpp[c] ,( PP_1656  or  PP_5302 ),PP_1656 PP_5302,Purine Metabolism,0,0,1000,0
GDPMANNDH,GDP mannose 6 dehydrogenase,gdpmann[c] + h2o[c] + 2 nad[c]  -> gdpmanur[c] + 3 h[c] + 2 nadh[c] ,PP_1288,PP_1288,Alginate biosynthesis,0,0,1000,0
GDPTPDP,guanosine 3 diphosphate 5 triphosphate 3 diphosphatase,gdptp[c] + h2o[c]  -> gtp[c] + ppi[c] ,PP_5302,PP_5302,Cofactor and Prosthetic Group Biosynthesis,0,0,1000,0
GF6PTA,glutamine fructose 6 phosphate transaminase,f6p[c] + gln_L[c]  -> gam6p[c] + glu_L[c] ,PP_5409,PP_5409,Cell Envelope Biosynthesis Peptidoglycan Biosynthesis,0,0,1000,0
GG15DAPAH,gamma glutamyl delta amino valeric acid hydrolase,ggaptn[c] + h2o[c]  -> 5aptn[c] + glu_L[c] ,( PP_3598  or  PP_5298  or  PP_2179  or  PP_1842 ),PP_1842 PP_2179 PP_3598 PP_5298,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GG15DAPDxr,gamma glutamyl delta aminovalerate dehydrogenase,ggbdapal[c] + h2o[c] + nad[c]  <=> ggaptn[c] + 2 h[c] + nadh[c] ,PP_5278,PP_5278,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,1,-1000,1000,0
GG15DAPO,gamma glutamyl cadaverine oxidase,gg15dap[c] + h2o[c] + o2[c]  -> ggbdapal[c] + h2o2[c] + nh4[c] ,( PP_2448  or  PP_4548  or  PP_3146  or  PP_5273  or  PP_4020 ),PP_2448 PP_3146 PP_4020 PP_4548 PP_5273,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GG15DAPS,gamma glutamyl cadaverine synthase,15dap[c] + atp[c] + glu_L[c]  -> adp[c] + gg15dap[c] + h[c] + pi[c] ,( PP_3148  or  PP_5184  or  PP_4399  or  PP_2178  or  PP_5299  or  PP_5183  or  PP_4547 ),PP_2178 PP_3148 PP_4399 PP_4547 PP_5183 PP_5184 PP_5299,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGDAPAH,gamma glutamyl beta aminopropionic acid hydrolase,ggala_B[c] + h2o[c]  -> ala_B[c] + glu_L[c] ,( PP_3598  or  PP_2179  or  PP_1842  or  PP_5298 ),PP_1842 PP_2179 PP_3598 PP_5298,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGDAPDxr,gamma glutamyl beta aminopropionate dehydrogenase,ggbamppal[c] + h2o[c] + nad[c]  <=> ggala_B[c] + 2 h[c] + nadh[c] ,PP_5278,PP_5278,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,1,-1000,1000,0
GGDAPO,gamma glutamyl diaminopropane oxidase,gg13dampp[c] + h2o[c] + o2[c]  -> ggbamppal[c] + h2o2[c] + nh4[c] ,PP_4548,PP_4548,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGDAPS,gamma glutamyl diaminopropane synthase,13dampp[c] + atp[c] + glu_L[c]  -> adp[c] + gg13dampp[c] + h[c] + pi[c] ,( PP_4547  or  PP_3148  or  PP_5184  or  PP_5183  or  PP_5299  or  PP_2178  or  PP_4399 ),PP_2178 PP_3148 PP_4399 PP_4547 PP_5183 PP_5184 PP_5299,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGGABADxr,gamma glutamyl gamma aminobutyric acid dehydrogenase,ggbutal[c] + h2o[c] + nad[c]  <=> gg4abut[c] + 2 h[c] + nadh[c] ,PP_5278,PP_5278,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,1,-1000,1000,0
GGGABAH,gamma glutamyl gamma aminobutyric acid hydrolase,gg4abut[c] + h2o[c]  -> 4abut[c] + glu_L[c] ,( PP_3598  or  PP_5298  or  PP_2179  or  PP_1842 ),PP_1842 PP_2179 PP_3598 PP_5298,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGPTRCO,gamma glutamyl putrescine oxidase,ggptrc[c] + h2o[c] + o2[c]  -> ggbutal[c] + h2o2[c] + nh4[c] ,( PP_2448  or  PP_3146  or  PP_4548  or  PP_4020  or  PP_5273 ),PP_2448 PP_3146 PP_4020 PP_4548 PP_5273,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGPTRCS,gamma glutamyl putrescine synthase,atp[c] + glu_L[c] + ptrc[c]  -> adp[c] + ggptrc[c] + h[c] + pi[c] ,( PP_3148  or  PP_4399  or  PP_4547  or  PP_5183  or  PP_5184  or  PP_5299  or  PP_2178 ),PP_2178 PP_3148 PP_4399 PP_4547 PP_5183 PP_5184 PP_5299,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGSPMDO,gamma glutamyl spermidine oxidase,ggspmd[c] + h2o[c] + o2[c]  -> 13dampp[c] + ggbutal[c] + h2o2[c] ,( PP_3146  or  PP_4020  or  PP_4548  or  PP_2448  or  PP_5273 ),PP_2448 PP_3146 PP_4020 PP_4548 PP_5273,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GGSPMDS,gamma glutamyl spermidine synthase,atp[c] + glu_L[c] + spmd[c]  -> adp[c] + ggspmd[c] + h[c] + pi[c] ,PP_3148,PP_3148,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
GHMT2,glycine hydroxymethyltransferase,ser_L[c] + thf[c]  -> gly[c] + h2o[c] + mlthf[c] ,( PP_0671  or  PP_0322 ),PP_0322 PP_0671,Glycine Serine and threonine metabolism,0,0,1000,0
GK1,guanylate kinase GMPATP ,atp[c] + gmp[c]  <=> adp[c] + gdp[c] ,PP_5296,PP_5296,Purine Metabolism,1,-1000,1000,0
GLBRAN3,1 4 alpha glucan branching enzyme glyg4n bglyg4n ,glyg4n[c]  -> bglyg4n[c] ,PP_4058,PP_4058,Starch and Sucrose Metabolism,0,0,1000,0
GLCDpp,Glucose dehydrogenase ubiquinone 8 as acceptor periplasm ,glc_D[p] + h2o[p] + q8[c]  -> glcn[p] + h[p] + q8h2[c] ,PP_1444,PP_1444,Glycolysis,0,0,1000,0
GLCNt2rpp,D gluconate transport via proton symport reversible periplasm ,glcn[p] + h[p]  <=> glcn[c] + h[c] ,( PP_3417  or  PP_0652 ),PP_0652 PP_3417,Transport Inner Membrane,1,-1000,1000,0
GLCNtex,D gluconate transport via diffusion extracellular to periplasm ,glcn[e]  <=> glcn[p] ,PP_1173,PP_1173,Transport Outer Membrane,1,-1000,1000,0
GLCOAS,glutaryl CoA synthetase,atp[c] + coa[c] + glutar[c]  -> adp[c] + glutcoa[c] + pi[c] ,,,Lysine Metabolism,0,0,1000,0
GLCOASYNT,Glutaryl CoAdihydrolipoamide S succinyltransferase,S_gtrdhdlp[c] + coa[c]  -> dhlam[c] + glutcoa[c] ,PP_4189,PP_4189,Lysine Metabolism,0,0,1000,0
GLCP3,glycogen phosphorylase 4 units ,glyg4n[c] + 4 pi[c]  -> 4 g1p[c] ,PP_5041,PP_5041,Starch and Sucrose Metabolism,0,0,1000,0
GLCP4,glycogen phosphorylase 4 units ,bglyg4n[c] + 4 pi[c]  -> 4 g1p[c] ,PP_5041,PP_5041,Starch and Sucrose Metabolism,0,0,1000,0
GLCRD,glucarate dehydratase,glcr[c]  -> 5dh4dglc[c] + h2o[c] ,PP_4757,PP_4757,Alternate Carbon Ascorbate and Aldarate Metabolism,0,0,1000,0
GLCRt2rpp,D glucarate transport via proton symport reversible periplasm ,glcr[p] + h[p]  <=> glcr[c] + h[c] ,( PP_3600  or  PP_4758  or  PP_1710 ),PP_1710 PP_3600 PP_4758,Transport Inner Membrane,1,-1000,1000,0
GLCRtex,D glucarate transport via diffusion extracellular to periplasm ,glcr[e]  <=> glcr[p] ,,,Transport Outer Membrane,1,-1000,1000,0
GLCS3,glycogen synthase ADPGlc 4 units ,4 adpglc[c]  -> 4 adp[c] + glyg4n[c] + 4 h[c] ,PP_4050,PP_4050,Starch and Sucrose Metabolism,0,0,1000,0
GLCURDH,glucoronate dehydrogenase,glcur[c] + h2o[c] + nad[c]  <=> glcr[c] + 2 h[c] + nadh[c] ,PP_1171,PP_1171,Alternate Carbon Ascorbate and Aldarate Metabolism,1,-1000,1000,0
GLCURt2rpp,D glucuronate transport via proton symport reversible periplasm ,glcur[p] + h[p]  <=> glcur[c] + h[c] ,( PP_1167  and  PP_1169  and  PP_1168 ),PP_1167 PP_1168 PP_1169,Transport Inner Membrane,1,-1000,1000,0
GLCURtex,D glucuronat transport via diffusion extracellular to periplasm ,glcur[e]  <=> glcur[p] ,PP_1173,PP_1173,Transport Outer Membrane,1,-1000,1000,0
GLCabcpp,D glucose transport via ABC system periplasm ,atp[c] + glc_D[p] + h2o[c]  -> adp[c] + glc_D[c] + h[c] + pi[c] ,( PP_1015  and  PP_1016  and  PP_1017  and  PP_1018 ),PP_1015 PP_1016 PP_1017 PP_1018,Transport ABC system,0,0,1000,0
GLCtex,glucose transport via diffusion extracellular to periplasm ,glc_D[e]  <=> glc_D[p] ,( PP_1019  or  PP_1445  or  PP_3570 ),PP_1019 PP_1445 PP_3570,Transport Outer Membrane,1,-1000,1000,0
GLDBRAN3,glycogen debranching enzyme bglyg4n glyg4n ,bglyg4n[c]  -> glyg4n[c] ,PP_4055,PP_4055,Starch and Sucrose Metabolism,0,0,1000,0
GLGC,glucose 1 phosphate adenylyltransferase,atp[c] + g1p[c] + h[c]  -> adpglc[c] + ppi[c] ,,,Starch and Sucrose Metabolism,0,0,1000,0
GLNS,glutamine synthetase,atp[c] + glu_L[c] + nh4[c]  -> adp[c] + gln_L[c] + h[c] + pi[c] ,PP_5046,PP_5046,Glutamate Metabolism,0,0,1000,0
